"","NAME","N","DHONDT","YEAR","PROVINCE","PARTY","PASSED","N.REL","RANK","LISTSUM","LISTPASSED","LISTSIZE","THRESHOLD","RANK.REL","PASSED.REL"
"1361","Sarlund Katri",1015,"3811.333",2007,"VAR","VI",FALSE,0.181671737963129,6,22868,2,17,"11434",0.294117647058824,0.117647058823529
"1362","Wallasvaara Martti",760,"3266.857",2007,"VAR","VI",FALSE,0.136030069804904,7,22868,2,17,"11434",0.352941176470588,0.117647058823529
"1363","Mastomäki Ville-Veikko",697,"2858.5",2007,"VAR","VI",FALSE,0.124753892965813,8,22868,2,17,"11434",0.411764705882353,0.117647058823529
"1364","Saario Mari",630,"2540.889",2007,"VAR","VI",FALSE,0.112761768390907,9,22868,2,17,"11434",0.470588235294118,0.117647058823529
"1365","Terävä Sini",605,"2286.8",2007,"VAR","VI",FALSE,0.108287095042062,10,22868,2,17,"11434",0.529411764705882,0.117647058823529
"1366","Heikkilä Teppo",479,"2078.909",2007,"VAR","VI",FALSE,0.0857347413638804,11,22868,2,17,"11434",0.588235294117647,0.117647058823529
"1367","Suutari Anneli",437,"1905.667",2007,"VAR","VI",FALSE,0.0782172901378199,12,22868,2,17,"11434",0.647058823529412,0.117647058823529
"1368","Ollikkala Tuija",391,"1759.077",2007,"VAR","VI",FALSE,0.0699838911759442,13,22868,2,17,"11434",0.705882352941177,0.117647058823529
"1369","Saarinen Kaisa",342,"1633.429",2007,"VAR","VI",FALSE,0.0612135314122069,14,22868,2,17,"11434",0.764705882352941,0.117647058823529
"1370","Kumpuvuori Jukka",336,"1524.533",2007,"VAR","VI",FALSE,0.060139609808484,15,22868,2,17,"11434",0.823529411764706,0.117647058823529
"1371","Kanerva Jarkko",321,"1429.25",2007,"VAR","VI",FALSE,0.0574548057991767,16,22868,2,17,"11434",0.882352941176471,0.117647058823529
"1372","Lehtimäki Urpo",122,"1345.176",2007,"VAR","VI",FALSE,0.0218364059423662,17,22868,2,17,"11434",0.941176470588235,0.117647058823529
"1373","Räsänen Päivi",7545,"12412.000",2015,"HAM","KD",TRUE,1,1,12412,1,14,"12006.667",0,0.0714285714285714
"1374","Timonen Kirsi",1127,"6206.000",2015,"HAM","KD",FALSE,0.149370444002651,2,12412,1,14,"12006.667",0.0714285714285714,0.0714285714285714
"1375","Falk Sonja",1032,"4137.333",2015,"HAM","KD",FALSE,0.136779324055666,3,12412,1,14,"12006.667",0.142857142857143,0.0714285714285714
"1376","Arvidsson Teija",496,"3103.000",2015,"HAM","KD",FALSE,0.0657388999337309,4,12412,1,14,"12006.667",0.214285714285714,0.0714285714285714
"1377","Räihä Timo",325,"2482.400",2015,"HAM","KD",FALSE,0.0430748840291584,5,12412,1,14,"12006.667",0.285714285714286,0.0714285714285714
"1378","Koskinen Johannes",271,"2068.667",2015,"HAM","KD",FALSE,0.0359178263750828,6,12412,1,14,"12006.667",0.357142857142857,0.0714285714285714
"1379","Portin Ismo",255,"1773.143",2015,"HAM","KD",FALSE,0.0337972166998012,8,12412,1,14,"12006.667",0.5,0.0714285714285714
"1380","Ihalainen Tapani",255,"1551.500",2015,"HAM","KD",FALSE,0.0337972166998012,7,12412,1,14,"12006.667",0.428571428571429,0.0714285714285714
"1381","Kylliäinen Kylli",250,"1379.111",2015,"HAM","KD",FALSE,0.0331345261762757,9,12412,1,14,"12006.667",0.571428571428571,0.0714285714285714
"1382","Kaartinen Leena",233,"1241.200",2015,"HAM","KD",FALSE,0.0308813783962889,10,12412,1,14,"12006.667",0.642857142857143,0.0714285714285714
"1383","Masih Salamat",210,"1128.364",2015,"HAM","KD",FALSE,0.0278330019880716,11,12412,1,14,"12006.667",0.714285714285714,0.0714285714285714
"1384","Salo Tuomas",183,"1034.333",2015,"HAM","KD",FALSE,0.0242544731610338,12,12412,1,14,"12006.667",0.785714285714286,0.0714285714285714
"1385","Pöhö Mirja",126,"954.769",2015,"HAM","KD",FALSE,0.0166998011928429,13,12412,1,14,"12006.667",0.857142857142857,0.0714285714285714
"1386","Turja Teppo",104,"886.571",2015,"HAM","KD",FALSE,0.0137839628893307,14,12412,1,14,"12006.667",0.928571428571429,0.0714285714285714
"1387","Rehula Juha",6429,"36020.000",2015,"HAM","KE",TRUE,1,1,36020,3,14,"12006.667",0,0.214285714285714
"1388","Anttila Sirkka-Liisa",5200,"18010.000",2015,"HAM","KE",TRUE,0.808834966557785,2,36020,3,14,"12006.667",0.0714285714285714,0.214285714285714
"1389","Talja Martti",3941,"12006.667",2015,"HAM","KE",TRUE,0.613003577539275,3,36020,3,14,"12006.667",0.142857142857143,0.214285714285714
"1390","Kaunisto Timo",2736,"9005.000",2015,"HAM","KE",FALSE,0.425571628558096,4,36020,3,14,"12006.667",0.214285714285714,0.214285714285714
"1391","Kemppi Hilkka",2472,"7204.000",2015,"HAM","KE",FALSE,0.384507699486701,5,36020,3,14,"12006.667",0.285714285714286,0.214285714285714
"1392","Lehtinen Rami",2398,"6003.333",2015,"HAM","KE",FALSE,0.37299735573184,6,36020,3,14,"12006.667",0.357142857142857,0.214285714285714
"1393","Lehtosalo-Lönnberg Eevakaisa",2367,"5145.714",2015,"HAM","KE",FALSE,0.368175454969669,7,36020,3,14,"12006.667",0.428571428571429,0.214285714285714
"1394","Suhonen Kaarina",2314,"4502.500",2015,"HAM","KE",FALSE,0.359931560118214,8,36020,3,14,"12006.667",0.5,0.214285714285714
"1395","Niemelä Asko",1720,"4002.222",2015,"HAM","KE",FALSE,0.267537719707575,9,36020,3,14,"12006.667",0.571428571428571,0.214285714285714
"1396","Ristavaara Heini",1516,"3602.000",2015,"HAM","KE",FALSE,0.23580650178877,10,36020,3,14,"12006.667",0.642857142857143,0.214285714285714
"1397","Kalliomaa Antti",1432,"3274.545",2015,"HAM","KE",FALSE,0.222740706175144,11,36020,3,14,"12006.667",0.714285714285714,0.214285714285714
"1398","Rahkio Marjatta",1376,"3001.667",2015,"HAM","KE",FALSE,0.21403017576606,12,36020,3,14,"12006.667",0.785714285714286,0.214285714285714
"1399","Malmiharju Tapio",1115,"2770.769",2015,"HAM","KE",FALSE,0.173432882252294,13,36020,3,14,"12006.667",0.857142857142857,0.214285714285714
"1400","Eerola Tapio",1004,"2572.857",2015,"HAM","KE",FALSE,0.156167366620003,14,36020,3,14,"12006.667",0.928571428571429,0.214285714285714
"1401","Grahn-Laasonen Sanni",7556,"43544.000",2015,"HAM","KO",TRUE,1,1,43544,3,14,"12006.667",0,0.214285714285714
"1402","Heinonen Timo",6274,"21772.000",2015,"HAM","KO",TRUE,0.830333509793542,2,43544,3,14,"12006.667",0.0714285714285714,0.214285714285714
"1403","Jokinen Kalle",5728,"14514.667",2015,"HAM","KO",TRUE,0.758073054526204,3,43544,3,14,"12006.667",0.142857142857143,0.214285714285714
"1404","Viljanen Ilkka",3769,"10886.000",2015,"HAM","KO",FALSE,0.498808893594494,4,43544,3,14,"12006.667",0.214285714285714,0.214285714285714
"1405","Rautio Sari",3271,"8708.800",2015,"HAM","KO",FALSE,0.432901005823187,5,43544,3,14,"12006.667",0.285714285714286,0.214285714285714
"1406","McCarron Francis",2946,"7257.333",2015,"HAM","KO",FALSE,0.389888830068819,6,43544,3,14,"12006.667",0.357142857142857,0.214285714285714
"1407","Niinistö Sari",2668,"6220.571",2015,"HAM","KO",FALSE,0.353096876654314,7,43544,3,14,"12006.667",0.428571428571429,0.214285714285714
"1408","Hämäläinen Kristiina",2578,"5443.000",2015,"HAM","KO",FALSE,0.341185812599259,8,43544,3,14,"12006.667",0.5,0.214285714285714
"1409","Isosuo Juha",2293,"4838.222",2015,"HAM","KO",FALSE,0.303467443091583,9,43544,3,14,"12006.667",0.571428571428571,0.214285714285714
"1410","Seppälä Juuso",1922,"4354.400",2015,"HAM","KO",FALSE,0.25436739015352,10,43544,3,14,"12006.667",0.642857142857143,0.214285714285714
"1411","Riihilahti Tuomo",1496,"3958.545",2015,"HAM","KO",FALSE,0.197988353626257,11,43544,3,14,"12006.667",0.714285714285714,0.214285714285714
"1412","Andersson-Bohren Titta",1422,"3628.667",2015,"HAM","KO",FALSE,0.188194812069878,12,43544,3,14,"12006.667",0.785714285714286,0.214285714285714
"1413","Vahter Merja",972,"3349.538",2015,"HAM","KO",FALSE,0.1286394917946,13,43544,3,14,"12006.667",0.857142857142857,0.214285714285714
"1414","Romo Pekka",649,"3110.286",2015,"HAM","KO",FALSE,0.0858920063525675,14,43544,3,14,"12006.667",0.928571428571429,0.214285714285714
"1415","Louhelainen Anne",6743,"39537.000",2015,"HAM","PS",TRUE,1,1,39537,3,14,"12006.667",0,0.214285714285714
"1416","Lehto Rami",6705,"19768.500",2015,"HAM","PS",TRUE,0.994364526175293,2,39537,3,14,"12006.667",0.0714285714285714,0.214285714285714
"1417","Ronkainen Jari",4442,"13179.000",2015,"HAM","PS",TRUE,0.658757229719709,3,39537,3,14,"12006.667",0.142857142857143,0.214285714285714
"1418","Ranne Lulu",4237,"9884.250",2015,"HAM","PS",FALSE,0.628355331454842,4,39537,3,14,"12006.667",0.214285714285714,0.214285714285714
"1419","Soukola Ismo",3684,"7907.400",2015,"HAM","PS",FALSE,0.546344357111078,5,39537,3,14,"12006.667",0.285714285714286,0.214285714285714
"1420","Ilkkala Kari",2654,"6589.500",2015,"HAM","PS",FALSE,0.393593356072965,6,39537,3,14,"12006.667",0.357142857142857,0.214285714285714
"1421","Nieminen Mira",2586,"5648.143",2015,"HAM","PS",FALSE,0.383508823965594,7,39537,3,14,"12006.667",0.428571428571429,0.214285714285714
"1422","Tuomi Maarit",2093,"4942.125",2015,"HAM","PS",FALSE,0.310395966187157,8,39537,3,14,"12006.667",0.5,0.214285714285714
"1423","Lintukorpi Matti",1421,"4393.000",2015,"HAM","PS",FALSE,0.210737060655495,9,39537,3,14,"12006.667",0.571428571428571,0.214285714285714
"1424","Luostarinen Matti",1356,"3953.700",2015,"HAM","PS",FALSE,0.20109743437639,10,39537,3,14,"12006.667",0.642857142857143,0.214285714285714
"1425","Salminen Antti",1170,"3594.273",2015,"HAM","PS",FALSE,0.173513273023877,11,39537,3,14,"12006.667",0.714285714285714,0.214285714285714
"1426","Tuominen Eeva-Maria",936,"3294.750",2015,"HAM","PS",FALSE,0.138810618419101,12,39537,3,14,"12006.667",0.785714285714286,0.214285714285714
"1427","Selenius Heidi",886,"3041.308",2015,"HAM","PS",FALSE,0.131395521281329,13,39537,3,14,"12006.667",0.857142857142857,0.214285714285714
"1428","Kerijoki Harri",624,"2824.071",2015,"HAM","PS",FALSE,0.0925404122794009,14,39537,3,14,"12006.667",0.928571428571429,0.214285714285714
"1429","Filatov Tarja",8318,"44737.000",2015,"HAM","SD",TRUE,1,1,44737,3,14,"12006.667",0,0.214285714285714
"1430","Kari Mika",6867,"22368.500",2015,"HAM","SD",TRUE,0.825559028612647,2,44737,3,14,"12006.667",0.0714285714285714,0.214285714285714
"1431","Skinnari Ville",5711,"14912.333",2015,"HAM","SD",TRUE,0.686583313296465,3,44737,3,14,"12006.667",0.142857142857143,0.214285714285714
"1432","Lepola Kaisa",4558,"11184.250",2015,"HAM","SD",FALSE,0.547968261601346,4,44737,3,14,"12006.667",0.214285714285714,0.214285714285714
"1433","Kiemunki Iisakki",3960,"8947.400",2015,"HAM","SD",FALSE,0.476075979802837,5,44737,3,14,"12006.667",0.285714285714286,0.214285714285714
"1434","Hildén Sirkku",2834,"7456.167",2015,"HAM","SD",FALSE,0.340706900697283,6,44737,3,14,"12006.667",0.357142857142857,0.214285714285714
"1435","Nahkuri Miia",2246,"6391.000",2015,"HAM","SD",FALSE,0.270016830968983,7,44737,3,14,"12006.667",0.428571428571429,0.214285714285714
"1436","Vainio Eero",2243,"5592.125",2015,"HAM","SD",FALSE,0.26965616734792,8,44737,3,14,"12006.667",0.5,0.214285714285714
"1437","Lehtimäki Kirsi-Maarit",1921,"4970.778",2015,"HAM","SD",FALSE,0.230944938687184,9,44737,3,14,"12006.667",0.571428571428571,0.214285714285714
"1438","Lintonen Minna",1776,"4473.700",2015,"HAM","SD",FALSE,0.213512863669151,10,44737,3,14,"12006.667",0.642857142857143,0.214285714285714
"1439","Ranjith Kumar Prabhakaran",1695,"4067.000",2015,"HAM","SD",FALSE,0.203774945900457,11,44737,3,14,"12006.667",0.714285714285714,0.214285714285714
"1440","Karjalainen Pasi",1293,"3728.083",2015,"HAM","SD",FALSE,0.155446020678048,12,44737,3,14,"12006.667",0.785714285714286,0.214285714285714
"1441","Alijärvi Pirjo",1020,"3441.308",2015,"HAM","SD",FALSE,0.122625631161337,13,44737,3,14,"12006.667",0.857142857142857,0.214285714285714
"1442","Paulamäki Risto",295,"3195.500",2015,"HAM","SD",FALSE,0.035465256071171,14,44737,3,14,"12006.667",0.928571428571429,0.214285714285714
"1443","Pekonen Aino-Kaisa",5487,"12182.000",2015,"HAM","VA",TRUE,1,1,12182,1,14,"12006.667",0,0.0714285714285714
"1444","Holopainen Antti",1725,"6091.000",2015,"HAM","VA",FALSE,0.314379442318207,2,12182,1,14,"12006.667",0.0714285714285714,0.0714285714285714
"1445","Nieminen Janne",1235,"4060.667",2015,"HAM","VA",FALSE,0.225077455804629,3,12182,1,14,"12006.667",0.142857142857143,0.0714285714285714
"1446","Lientola Elisa",1059,"3045.500",2015,"HAM","VA",FALSE,0.193001640240569,4,12182,1,14,"12006.667",0.214285714285714,0.0714285714285714
"1447","Taavela Irma",549,"2436.400",2015,"HAM","VA",FALSE,0.100054674685621,5,12182,1,14,"12006.667",0.285714285714286,0.0714285714285714
"1448","Munnukka Heidi",478,"2030.333",2015,"HAM","VA",FALSE,0.0871149990887552,6,12182,1,14,"12006.667",0.357142857142857,0.0714285714285714
"1449","Kautio Kimmo",421,"1740.286",2015,"HAM","VA",FALSE,0.0767268088208493,7,12182,1,14,"12006.667",0.428571428571429,0.0714285714285714
"1450","Lumme Vilja",307,"1522.750",2015,"HAM","VA",FALSE,0.0559504282850374,8,12182,1,14,"12006.667",0.5,0.0714285714285714
"1451","Papinniemi Antti",245,"1353.556",2015,"HAM","VA",FALSE,0.0446509932567888,9,12182,1,14,"12006.667",0.571428571428571,0.0714285714285714
"1452","Hartikainen Antti",233,"1218.200",2015,"HAM","VA",FALSE,0.0424640058319665,10,12182,1,14,"12006.667",0.642857142857143,0.0714285714285714
"1453","Rantanen Seppo",217,"1107.455",2015,"HAM","VA",FALSE,0.0395480225988701,11,12182,1,14,"12006.667",0.714285714285714,0.0714285714285714
"1454","Leisti Heikki",77,"1015.167",2015,"HAM","VA",FALSE,0.0140331693092765,12,12182,1,14,"12006.667",0.785714285714286,0.0714285714285714
"1455","Saarinen Riitta",77,"937.077",2015,"HAM","VA",FALSE,0.0140331693092765,13,12182,1,14,"12006.667",0.857142857142857,0.0714285714285714
"1456","Wikström Sirke",72,"870.143",2015,"HAM","VA",FALSE,0.0131219245489338,14,12182,1,14,"12006.667",0.928571428571429,0.0714285714285714
"1457","Jokinen Sari",1780,"10350.000",2015,"HAM","VI",FALSE,1,1,10350,0,14,"12006.667",0,0
"1458","Ojansuu-Kaunisto Kirsi",1712,"5175.000",2015,"HAM","VI",FALSE,0.961797752808989,2,10350,0,14,"12006.667",0.0714285714285714,0
"1459","Yrjö-Koskinen Eero",945,"3450.000",2015,"HAM","VI",FALSE,0.530898876404494,3,10350,0,14,"12006.667",0.142857142857143,0
"1460","Mäntylä Aleksi",849,"2587.500",2015,"HAM","VI",FALSE,0.476966292134831,4,10350,0,14,"12006.667",0.214285714285714,0
"1461","Soinikoski Mirka",825,"2070.000",2015,"HAM","VI",FALSE,0.463483146067416,5,10350,0,14,"12006.667",0.285714285714286,0
"1462","Latva-Hakuni Elli",788,"1725.000",2015,"HAM","VI",FALSE,0.442696629213483,6,10350,0,14,"12006.667",0.357142857142857,0
"1463","Puusaari Riina",722,"1478.571",2015,"HAM","VI",FALSE,0.40561797752809,7,10350,0,14,"12006.667",0.428571428571429,0
"1464","Tiilikkala Kari",600,"1293.750",2015,"HAM","VI",FALSE,0.337078651685393,8,10350,0,14,"12006.667",0.5,0
"1465","Monto Mari",424,"1150.000",2015,"HAM","VI",FALSE,0.238202247191011,9,10350,0,14,"12006.667",0.571428571428571,0
"1466","Haapala Mikko",408,"1035.000",2015,"HAM","VI",FALSE,0.229213483146067,10,10350,0,14,"12006.667",0.642857142857143,0
"1467","Rautamäki Eeva",393,"940.909",2015,"HAM","VI",FALSE,0.220786516853933,11,10350,0,14,"12006.667",0.714285714285714,0
"1468","Laine Auli",387,"862.500",2015,"HAM","VI",FALSE,0.217415730337079,12,10350,0,14,"12006.667",0.785714285714286,0
"1469","Kilpinen Kari",285,"796.154",2015,"HAM","VI",FALSE,0.160112359550562,13,10350,0,14,"12006.667",0.857142857142857,0
"1470","Heiskanen Teppo",232,"739.286",2015,"HAM","VI",FALSE,0.130337078651685,14,10350,0,14,"12006.667",0.928571428571429,0
"1471","Ebeling Mika",1308,"6735.000",2015,"HEL","KD",FALSE,1,1,6407,0,21,"13527.667",0,0
"1472","Mäkimattila Sari",1283,"3367.500",2015,"HEL","KD",FALSE,0.980886850152905,2,6407,0,21,"13527.667",0.0476190476190476,0
"1473","Ronkainen Remo",525,"2245.000",2015,"HEL","KD",FALSE,0.401376146788991,3,6407,0,21,"13527.667",0.0952380952380952,0
"1474","Elmolhoda Mikael",489,"1683.750",2015,"HEL","KD",FALSE,0.373853211009174,4,6407,0,21,"13527.667",0.142857142857143,0
"1475","Simojoki Hanna-Kaisa",353,"1347.000",2015,"HEL","KD",FALSE,0.269877675840979,5,6407,0,21,"13527.667",0.19047619047619,0
"1476","Tepora Tuulikki",344,"1122.500",2015,"HEL","KD",FALSE,0.262996941896024,6,6407,0,21,"13527.667",0.238095238095238,0
"1477","Liukkonen Jani",302,"841.875",2015,"HEL","KD",FALSE,0.230886850152905,7,6407,0,21,"13527.667",0.285714285714286,0
"1478","Linjamaa Suvi",283,"748.333",2015,"HEL","KD",FALSE,0.216360856269113,8,6407,0,21,"13527.667",0.333333333333333,0
"1479","Happonen Jaakob",259,"673.500",2015,"HEL","KD",FALSE,0.198012232415902,9,6407,0,21,"13527.667",0.380952380952381,0
"1480","Cacho Janika",219,"612.273",2015,"HEL","KD",FALSE,0.16743119266055,10,6407,0,21,"13527.667",0.428571428571429,0
"1481","Pietikäinen Petteri",150,"561.250",2015,"HEL","KD",FALSE,0.114678899082569,11,6407,0,21,"13527.667",0.476190476190476,0
"1482","Auvinen Tuomas",137,"518.077",2015,"HEL","KD",FALSE,0.10474006116208,12,6407,0,21,"13527.667",0.523809523809524,0
"1483","Forsberg Andreas",135,"481.071",2015,"HEL","KD",FALSE,0.103211009174312,13,6407,0,21,"13527.667",0.571428571428571,0
"1484","Pennanen-Aitta Paula",125,"449.000",2015,"HEL","KD",FALSE,0.095565749235474,14,6407,0,21,"13527.667",0.619047619047619,0
"1485","Hiienkoski Petteri",123,"420.938",2015,"HEL","KD",FALSE,0.0940366972477064,15,6407,0,21,"13527.667",0.666666666666667,0
"1486","Lehti Soili",99,"396.176",2015,"HEL","KD",FALSE,0.0756880733944954,16,6407,0,21,"13527.667",0.714285714285714,0
"1487","Simi-Kim Päivi",95,"374.167",2015,"HEL","KD",FALSE,0.0726299694189602,17,6407,0,21,"13527.667",0.761904761904762,0
"1488","el-Khouri Elie",76,"354.474",2015,"HEL","KD",FALSE,0.0581039755351682,18,6407,0,21,"13527.667",0.80952380952381,0
"1489","Nurkkala Risto",37,"336.750",2015,"HEL","KD",FALSE,0.0282874617737003,19,6407,0,21,"13527.667",0.857142857142857,0
"1490","Samppala Seppo",35,"320.714",2015,"HEL","KD",FALSE,0.0267584097859327,20,6407,0,21,"13527.667",0.904761904761905,0
"1491","Nikulainen Terho",30,"306.136",2015,"HEL","KD",FALSE,0.0229357798165138,21,6407,0,21,"13527.667",0.952380952380952,0
"1492","Rehn Olli",6837,"25947.000",2015,"HEL","KE",TRUE,1,1,25947,1,22,"13527.667",0,0.0454545454545455
"1493","Lehtomäki Paula",4531,"12973.500",2015,"HEL","KE",FALSE,0.662717566183999,2,25947,1,22,"13527.667",0.0454545454545455,0.0454545454545455
"1494","Puska Pekka",2708,"8649.000",2015,"HEL","KE",FALSE,0.3960801521135,3,25947,1,22,"13527.667",0.0909090909090909,0.0454545454545455
"1495","Peltokorpi Terhi",1848,"6486.750",2015,"HEL","KE",FALSE,0.270293988591488,4,25947,1,22,"13527.667",0.136363636363636,0.0454545454545455
"1496","Kolbe Laura",1564,"5189.400",2015,"HEL","KE",FALSE,0.228755302033055,5,25947,1,22,"13527.667",0.181818181818182,0.0454545454545455
"1497","Mohamed Abdirahim (Husu)",1349,"4324.500",2015,"HEL","KE",FALSE,0.197308761152552,6,25947,1,22,"13527.667",0.227272727272727,0.0454545454545455
"1498","Vuorinen Markku",1067,"3706.714",2015,"HEL","KE",FALSE,0.156062600555799,7,25947,1,22,"13527.667",0.272727272727273,0.0454545454545455
"1499","Laaninen Timo",745,"3243.375",2015,"HEL","KE",FALSE,0.108965920725464,8,25947,1,22,"13527.667",0.318181818181818,0.0454545454545455
"1500","Majuri Anne",730,"2883.000",2015,"HEL","KE",FALSE,0.106771976012871,9,25947,1,22,"13527.667",0.363636363636364,0.0454545454545455
"1501","Latikka Timo",659,"2594.700",2015,"HEL","KE",FALSE,0.0963873043732631,10,25947,1,22,"13527.667",0.409090909090909,0.0454545454545455
"1502","Kettunen Anne",634,"2358.818",2015,"HEL","KE",FALSE,0.0927307298522744,11,25947,1,22,"13527.667",0.454545454545455,0.0454545454545455
"1503","Säkkinen Teppo",555,"2162.250",2015,"HEL","KE",FALSE,0.08117595436595,12,25947,1,22,"13527.667",0.5,0.0454545454545455
"1504","Eskelinen Riku",500,"1995.923",2015,"HEL","KE",FALSE,0.0731314904197748,13,25947,1,22,"13527.667",0.545454545454545,0.0454545454545455
"1505","Pakkanen Leena",433,"1853.357",2015,"HEL","KE",FALSE,0.0633318707035249,14,25947,1,22,"13527.667",0.590909090909091,0.0454545454545455
"1506","Hietalahti Niina",363,"1729.800",2015,"HEL","KE",FALSE,0.0530934620447565,15,25947,1,22,"13527.667",0.636363636363636,0.0454545454545455
"1507","Rantamaula Ville-Veikko",330,"1621.688",2015,"HEL","KE",FALSE,0.0482667836770513,16,25947,1,22,"13527.667",0.681818181818182,0.0454545454545455
"1508","Porttila Jari",318,"1526.294",2015,"HEL","KE",FALSE,0.0465116279069767,17,25947,1,22,"13527.667",0.727272727272727,0.0454545454545455
"1509","Huttula Tapio",245,"1441.500",2015,"HEL","KE",FALSE,0.0358344303056896,18,25947,1,22,"13527.667",0.772727272727273,0.0454545454545455
"1510","Päivike Taru",243,"1365.632",2015,"HEL","KE",FALSE,0.0355419043440105,19,25947,1,22,"13527.667",0.818181818181818,0.0454545454545455
"1511","Kananen Johannes",117,"1297.350",2015,"HEL","KE",FALSE,0.0171127687582273,20,25947,1,22,"13527.667",0.863636363636364,0.0454545454545455
"1512","Grimm Karl-Mikael",98,"1235.571",2015,"HEL","KE",FALSE,0.0143337721222759,21,25947,1,22,"13527.667",0.909090909090909,0.0454545454545455
"1513","Satti Juho",73,"1179.409",2015,"HEL","KE",FALSE,0.0106771976012871,22,25947,1,22,"13527.667",0.954545454545455,0.0454545454545455
"1514","Pelkonen Jaana",15964,"93392.000",2015,"HEL","KO",TRUE,1,1,93392,6,22,"13527.667",0,0.272727272727273
"1515","Zyskowicz Ben",15395,"46696.000",2015,"HEL","KO",TRUE,0.964357303933851,2,93392,6,22,"13527.667",0.0454545454545455,0.272727272727273
"1516","Vartiainen Juhana",11436,"31130.667",2015,"HEL","KO",TRUE,0.716361814081684,3,93392,6,22,"13527.667",0.0909090909090909,0.272727272727273
"1517","Sarkomaa Sari",7052,"23348.000",2015,"HEL","KO",TRUE,0.441743923828614,4,93392,6,22,"13527.667",0.136363636363636,0.272727272727273
"1518","Rydman Wille",4524,"18678.400",2015,"HEL","KO",TRUE,0.283387622149837,5,93392,6,22,"13527.667",0.181818181818182,0.272727272727273
"1519","Salolainen Pertti",4502,"15565.333",2015,"HEL","KO",TRUE,0.282009521423202,6,93392,6,22,"13527.667",0.227272727272727,0.272727272727273
"1520","Koulumies Terhi",4148,"13341.714",2015,"HEL","KO",FALSE,0.259834627912804,7,93392,6,22,"13527.667",0.272727272727273,0.272727272727273
"1521","Räty Laura",4092,"11674.000",2015,"HEL","KO",FALSE,0.256326735154097,8,93392,6,22,"13527.667",0.318181818181818,0.272727272727273
"1522","Hetemaj Fatbardhe",3554,"10376.889",2015,"HEL","KO",FALSE,0.222625908293661,9,93392,6,22,"13527.667",0.363636363636364,0.272727272727273
"1523","Harkimo Joel",3319,"9339.200",2015,"HEL","KO",FALSE,0.207905286895515,10,93392,6,22,"13527.667",0.409090909090909,0.272727272727273
"1524","Korhola Eija-Riitta",3059,"8490.182",2015,"HEL","KO",FALSE,0.191618641944375,11,93392,6,22,"13527.667",0.454545454545455,0.272727272727273
"1525","Parpala Matti",2712,"7782.667",2015,"HEL","KO",FALSE,0.169882235028815,12,93392,6,22,"13527.667",0.5,0.272727272727273
"1526","Hakola Juha",2138,"7184.000",2015,"HEL","KO",FALSE,0.133926334252067,13,93392,6,22,"13527.667",0.545454545454545,0.272727272727273
"1527","Suomalainen Nina",1802,"6670.857",2015,"HEL","KO",FALSE,0.112878977699825,14,93392,6,22,"13527.667",0.590909090909091,0.272727272727273
"1528","Karhuvaara Arja",1619,"6226.133",2015,"HEL","KO",FALSE,0.101415685291907,15,93392,6,22,"13527.667",0.636363636363636,0.272727272727273
"1529","Muurinen Seija",1575,"5837.000",2015,"HEL","KO",FALSE,0.0986594838386369,16,93392,6,22,"13527.667",0.681818181818182,0.272727272727273
"1530","Sazonov Daniel",1455,"5493.647",2015,"HEL","KO",FALSE,0.0911425707842646,17,93392,6,22,"13527.667",0.727272727272727,0.272727272727273
"1531","Majuri Pekka",1363,"5188.444",2015,"HEL","KO",FALSE,0.0853796041092458,18,93392,6,22,"13527.667",0.772727272727273,0.272727272727273
"1532","Nieminen Jarmo",1280,"4915.368",2015,"HEL","KO",FALSE,0.0801804059133049,19,93392,6,22,"13527.667",0.818181818181818,0.272727272727273
"1533","Ruokanen Tapani",1129,"4669.600",2015,"HEL","KO",FALSE,0.0707216236532197,20,93392,6,22,"13527.667",0.863636363636364,0.272727272727273
"1534","Rasi Marjatta",780,"4447.238",2015,"HEL","KO",FALSE,0.0488599348534202,21,93392,6,22,"13527.667",0.909090909090909,0.272727272727273
"1535","Larsson Tiina",494,"4245.091",2015,"HEL","KO",FALSE,0.0309446254071661,22,93392,6,22,"13527.667",0.954545454545455,0.272727272727273
"1536","Terho Sampo",10067,"40583.000",2015,"HEL","PS",TRUE,1,1,40583,3,22,"13527.667",0,0.136363636363636
"1537","Packalén Tom",5089,"20291.500",2015,"HEL","PS",TRUE,0.505513062481375,2,40583,3,22,"13527.667",0.0454545454545455,0.136363636363636
"1538","Raatikainen Mika",3370,"13527.667",2015,"HEL","PS",TRUE,0.334757127247442,3,40583,3,22,"13527.667",0.0909090909090909,0.136363636363636
"1539","Rantanen Mari",3100,"10145.750",2015,"HEL","PS",FALSE,0.307936823283997,4,40583,3,22,"13527.667",0.136363636363636,0.136363636363636
"1540","Hursti René",2732,"8116.600",2015,"HEL","PS",FALSE,0.271381742326413,5,40583,3,22,"13527.667",0.181818181818182,0.136363636363636
"1541","Hyttinen Nuutti",2192,"6763.833",2015,"HEL","PS",FALSE,0.217741134399523,6,40583,3,22,"13527.667",0.227272727272727,0.136363636363636
"1542","Korhonen Antti",1816,"5797.571",2015,"HEL","PS",FALSE,0.180391377768948,7,40583,3,22,"13527.667",0.272727272727273,0.136363636363636
