"","NAME","N","DHONDT","YEAR","PROVINCE","PARTY","PASSED","N.REL","RANK","LISTSUM","LISTPASSED","LISTSIZE","THRESHOLD","RANK.REL","PASSED.REL"
"1","Komi Katri",5885,"30759",2007,"ESA","KE",TRUE,1,1,30759,2,14,"15379.5",0,0.142857142857143
"2","Leppä Jari",5762,"15379.5",2007,"ESA","KE",TRUE,0.97909940526763,2,30759,2,14,"15379.5",0.0714285714285714,0.142857142857143
"3","Nousiainen Pekka",5267,"10253",2007,"ESA","KE",FALSE,0.894987255734919,3,30759,2,14,"15379.5",0.142857142857143,0.142857142857143
"4","Korhonen Seija",3401,"7689.75",2007,"ESA","KE",FALSE,0.577909940526763,4,30759,2,14,"15379.5",0.214285714285714,0.142857142857143
"5","Nenonen Jukka",2432,"6151.8",2007,"ESA","KE",FALSE,0.413254035683942,5,30759,2,14,"15379.5",0.285714285714286,0.142857142857143
"6","Kakriainen Markku",1954,"5126.5",2007,"ESA","KE",FALSE,0.332030586236194,6,30759,2,14,"15379.5",0.357142857142857,0.142857142857143
"7","Tulla Matti",1295,"4394.143",2007,"ESA","KE",FALSE,0.220050977060323,7,30759,2,14,"15379.5",0.428571428571429,0.142857142857143
"8","Auvinen Toni",940,"3844.875",2007,"ESA","KE",FALSE,0.159728122344945,8,30759,2,14,"15379.5",0.5,0.142857142857143
"9","Koikkalainen Jaro",860,"3417.667",2007,"ESA","KE",FALSE,0.146134239592184,9,30759,2,14,"15379.5",0.571428571428571,0.142857142857143
"10","Olkkonen Kirsi",854,"3075.9",2007,"ESA","KE",FALSE,0.145114698385726,10,30759,2,14,"15379.5",0.642857142857143,0.142857142857143
"11","Rautio-Teijonmaa Jaana",737,"2796.273",2007,"ESA","KE",FALSE,0.125233644859813,11,30759,2,14,"15379.5",0.714285714285714,0.142857142857143
"12","Varis Aira",721,"2563.25",2007,"ESA","KE",FALSE,0.122514868309261,12,30759,2,14,"15379.5",0.785714285714286,0.142857142857143
"13","Parkkisenniemi Mira",492,"2366.077",2007,"ESA","KE",FALSE,0.0836023789294817,13,30759,2,14,"15379.5",0.857142857142857,0.142857142857143
"14","Kopakkala Pirkko-Liisa",159,"2197.071",2007,"ESA","KE",FALSE,0.027017841971113,14,30759,2,14,"15379.5",0.928571428571429,0.142857142857143
"15","Räsänen Päivi",8053,"14576",2007,"HAM","KD",TRUE,1,1,14576,1,14,"11628",0,0.0714285714285714
"16","Mantere Leena",1287,"7288",2007,"HAM","KD",FALSE,0.159816217558674,2,14576,1,14,"11628",0.0714285714285714,0.0714285714285714
"17","Kaartinen Leena",810,"4858.667",2007,"HAM","KD",FALSE,0.100583633428536,3,14576,1,14,"11628",0.142857142857143,0.0714285714285714
"18","Sinivuori Timo",800,"3644",2007,"HAM","KD",FALSE,0.0993418601763318,4,14576,1,14,"11628",0.214285714285714,0.0714285714285714
"19","Rahkila Pekka",637,"2915.2",2007,"HAM","KD",FALSE,0.0791009561654042,5,14576,1,14,"11628",0.285714285714286,0.0714285714285714
"20","Kylliäinen Kylli",556,"2429.333",2007,"HAM","KD",FALSE,0.0690425928225506,6,14576,1,14,"11628",0.357142857142857,0.0714285714285714
"21","Mantere Heidi",398,"2082.286",2007,"HAM","KD",FALSE,0.0494225754377251,7,14576,1,14,"11628",0.428571428571429,0.0714285714285714
"22","Hartikka Yrjö",386,"1822",2007,"HAM","KD",FALSE,0.0479324475350801,8,14576,1,14,"11628",0.5,0.0714285714285714
"23","Puttonen Matti",380,"1619.556",2007,"HAM","KD",FALSE,0.0471873835837576,9,14576,1,14,"11628",0.571428571428571,0.0714285714285714
"24","Jalonen Pasi",339,"1457.6",2007,"HAM","KD",FALSE,0.0420961132497206,10,14576,1,14,"11628",0.642857142857143,0.0714285714285714
"25","Seesvaara Eero",315,"1325.091",2007,"HAM","KD",FALSE,0.0391158574444306,11,14576,1,14,"11628",0.714285714285714,0.0714285714285714
"26","Karisukki Katja",220,"1214.667",2007,"HAM","KD",FALSE,0.0273190115484912,12,14576,1,14,"11628",0.785714285714286,0.0714285714285714
"27","Helander Ossi",213,"1121.231",2007,"HAM","KD",FALSE,0.0264497702719483,13,14576,1,14,"11628",0.857142857142857,0.0714285714285714
"28","Peltonen Susanna",182,"1041.143",2007,"HAM","KD",FALSE,0.0226002731901155,14,14576,1,14,"11628",0.928571428571429,0.0714285714285714
"29","Anttila Sirkka-Liisa",6880,"38383",2007,"HAM","KE",TRUE,1,1,38383,3,14,"11628",0,0.214285714285714
"30","Autio Risto",4998,"19191.5",2007,"HAM","KE",TRUE,0.726453488372093,2,38383,3,14,"11628",0.0714285714285714,0.214285714285714
"31","Rehula Juha",4549,"12794.333",2007,"HAM","KE",TRUE,0.661191860465116,3,38383,3,14,"11628",0.142857142857143,0.214285714285714
"32","Penttilä Mika",4150,"9595.75",2007,"HAM","KE",FALSE,0.603197674418605,4,38383,3,14,"11628",0.214285714285714,0.214285714285714
"33","Taponen Merja",3551,"7676.6",2007,"HAM","KE",FALSE,0.516133720930233,5,38383,3,14,"11628",0.285714285714286,0.214285714285714
"34","Lindqvist Maija-Liisa",3439,"6397.167",2007,"HAM","KE",FALSE,0.499854651162791,6,38383,3,14,"11628",0.357142857142857,0.214285714285714
"35","Väisänen Riitta",2659,"5483.286",2007,"HAM","KE",FALSE,0.386482558139535,7,38383,3,14,"11628",0.428571428571429,0.214285714285714
"36","Hasala Hanna",2330,"4797.875",2007,"HAM","KE",FALSE,0.338662790697674,8,38383,3,14,"11628",0.5,0.214285714285714
"37","Anttonen Tarja",1610,"4264.778",2007,"HAM","KE",FALSE,0.234011627906977,9,38383,3,14,"11628",0.571428571428571,0.214285714285714
"38","Nissilä Minna",1505,"3838.3",2007,"HAM","KE",FALSE,0.21875,10,38383,3,14,"11628",0.642857142857143,0.214285714285714
"39","Anttila Ari",1292,"3489.364",2007,"HAM","KE",FALSE,0.187790697674419,11,38383,3,14,"11628",0.714285714285714,0.214285714285714
"40","Hakala Heikki",732,"3198.583",2007,"HAM","KE",FALSE,0.106395348837209,12,38383,3,14,"11628",0.785714285714286,0.214285714285714
"41","Mäki-Uuro Jarmo",561,"2952.538",2007,"HAM","KE",FALSE,0.0815406976744186,13,38383,3,14,"11628",0.857142857142857,0.214285714285714
"42","Marttila Antero",127,"2741.643",2007,"HAM","KE",FALSE,0.0184593023255814,14,38383,3,14,"11628",0.928571428571429,0.214285714285714
"43","Koskinen Jari",7309,"46708",2007,"HAM","KO",TRUE,1,1,46708,4,14,"11628",0,0.285714285714286
"44","Nurmi Tuija",6749,"23354",2007,"HAM","KO",TRUE,0.923382131618552,2,46708,4,14,"11628",0.0714285714285714,0.285714285714286
"45","Viljanen Ilkka",6303,"15569.333",2007,"HAM","KO",TRUE,0.862361472157614,3,46708,4,14,"11628",0.142857142857143,0.285714285714286
"46","Heinonen Timo",4524,"11677",2007,"HAM","KO",TRUE,0.618962922424408,4,46708,4,14,"11628",0.214285714285714,0.285714285714286
"47","Jokinen Kalle",4283,"9341.6",2007,"HAM","KO",FALSE,0.585989875495964,5,46708,4,14,"11628",0.285714285714286,0.285714285714286
"48","Rautio Sari",3325,"7784.667",2007,"HAM","KO",FALSE,0.454918593514845,6,46708,4,14,"11628",0.357142857142857,0.285714285714286
"49","Ihamäki Timo",2818,"6672.571",2007,"HAM","KO",FALSE,0.385552059105213,7,46708,4,14,"11628",0.428571428571429,0.285714285714286
"50","Mantere Heikki",2668,"5838.5",2007,"HAM","KO",FALSE,0.365029415788754,8,46708,4,14,"11628",0.5,0.285714285714286
"51","Hyytiäinen Sari",2408,"5189.778",2007,"HAM","KO",FALSE,0.329456834040224,9,46708,4,14,"11628",0.571428571428571,0.285714285714286
"52","Vahter Merja",1863,"4670.8",2007,"HAM","KO",FALSE,0.254891229990423,10,46708,4,14,"11628",0.642857142857143,0.285714285714286
"53","Ahonen Antti",1566,"4246.182",2007,"HAM","KO",FALSE,0.214256396223834,11,46708,4,14,"11628",0.714285714285714,0.285714285714286
"54","Pynnönen Jarmo",1437,"3892.333",2007,"HAM","KO",FALSE,0.196606922971679,12,46708,4,14,"11628",0.785714285714286,0.285714285714286
"55","Kaivosoja Pentti",897,"3592.923",2007,"HAM","KO",FALSE,0.122725407032426,13,46708,4,14,"11628",0.857142857142857,0.285714285714286
"56","Elo Irmeli",558,"3336.286",2007,"HAM","KO",FALSE,0.0763442331372281,14,46708,4,14,"11628",0.928571428571429,0.285714285714286
"57","Liljamo Minna",724,"4182",2007,"HAM","PS",FALSE,1,1,4182,0,14,"11628",0,0
"58","Koskinen Lasse",585,"2091",2007,"HAM","PS",FALSE,0.808011049723757,2,4182,0,14,"11628",0.0714285714285714,0
"59","Sirkiä Paavo",457,"1394",2007,"HAM","PS",FALSE,0.63121546961326,3,4182,0,14,"11628",0.142857142857143,0
"60","Mäntylä Matti",434,"1045.5",2007,"HAM","PS",FALSE,0.599447513812155,4,4182,0,14,"11628",0.214285714285714,0
"61","Hiltunen Onni",251,"836.4",2007,"HAM","PS",FALSE,0.346685082872928,5,4182,0,14,"11628",0.285714285714286,0
"62","Rantanen Aki",246,"697",2007,"HAM","PS",FALSE,0.339779005524862,6,4182,0,14,"11628",0.357142857142857,0
"63","Kerijoki Harri",237,"597.429",2007,"HAM","PS",FALSE,0.327348066298343,7,4182,0,14,"11628",0.428571428571429,0
"64","Lähteenmäki Matti",222,"522.75",2007,"HAM","PS",FALSE,0.306629834254144,8,4182,0,14,"11628",0.5,0
"65","Salonen Hilkka",220,"464.667",2007,"HAM","PS",FALSE,0.303867403314917,9,4182,0,14,"11628",0.571428571428571,0
"66","Kauranen Harri",198,"418.2",2007,"HAM","PS",FALSE,0.273480662983425,10,4182,0,14,"11628",0.642857142857143,0
"67","Venesjärvi Seppo",178,"380.182",2007,"HAM","PS",FALSE,0.24585635359116,11,4182,0,14,"11628",0.714285714285714,0
"68","Skippari Reijo",164,"348.5",2007,"HAM","PS",FALSE,0.226519337016575,12,4182,0,14,"11628",0.785714285714286,0
"69","Varonen Unto",161,"321.692",2007,"HAM","PS",FALSE,0.222375690607735,13,4182,0,14,"11628",0.857142857142857,0
"70","Roisko Erkki",105,"298.714",2007,"HAM","PS",FALSE,0.145027624309392,14,4182,0,14,"11628",0.928571428571429,0
"71","Koskinen Johannes",9056,"52902",2007,"HAM","SD",TRUE,1,1,52902,4,14,"11628",0,0.285714285714286
"72","Taiveaho Satu",6760,"26451",2007,"HAM","SD",TRUE,0.746466431095406,2,52902,4,14,"11628",0.0714285714285714,0.285714285714286
"73","Filatov Tarja",5696,"17634",2007,"HAM","SD",TRUE,0.628975265017668,3,52902,4,14,"11628",0.142857142857143,0.285714285714286
"74","Skinnari Jouko",5565,"13225.5",2007,"HAM","SD",TRUE,0.614509717314488,4,52902,4,14,"11628",0.214285714285714,0.285714285714286
"75","Salmi Kari",5105,"10580.4",2007,"HAM","SD",FALSE,0.563714664310954,5,52902,4,14,"11628",0.285714285714286,0.285714285714286
"76","Lintonen Minna",4560,"8817",2007,"HAM","SD",FALSE,0.503533568904594,6,52902,4,14,"11628",0.357142857142857,0.285714285714286
"77","Kiemunki Iisakki",3594,"7557.429",2007,"HAM","SD",FALSE,0.396863957597173,7,52902,4,14,"11628",0.428571428571429,0.285714285714286
"78","Rämö Hannele",2768,"6612.75",2007,"HAM","SD",FALSE,0.30565371024735,8,52902,4,14,"11628",0.5,0.285714285714286
"79","Höök Jorma",2653,"5878",2007,"HAM","SD",FALSE,0.292954946996466,9,52902,4,14,"11628",0.571428571428571,0.285714285714286
"80","Iivonen-Pekesen Susanna",2381,"5290.2",2007,"HAM","SD",FALSE,0.26291961130742,10,52902,4,14,"11628",0.642857142857143,0.285714285714286
"81","Kari Mika",2301,"4809.273",2007,"HAM","SD",FALSE,0.254085689045936,11,52902,4,14,"11628",0.714285714285714,0.285714285714286
"82","Vainio Eero",926,"4408.5",2007,"HAM","SD",FALSE,0.102252650176678,12,52902,4,14,"11628",0.785714285714286,0.285714285714286
"83","Appelroth Ulla",864,"4069.385",2007,"HAM","SD",FALSE,0.0954063604240283,13,52902,4,14,"11628",0.857142857142857,0.285714285714286
"84","Löytynoja Reijo",673,"3778.714",2007,"HAM","SD",FALSE,0.074315371024735,14,52902,4,14,"11628",0.928571428571429,0.285714285714286
"85","Kauppila Matti",3468,"15745",2007,"HAM","VA",TRUE,1,1,15745,1,14,"11628",0,0.0714285714285714
"86","Aaltonen Risto",2963,"7872.5",2007,"HAM","VA",FALSE,0.854382929642445,2,15745,1,14,"11628",0.0714285714285714,0.0714285714285714
"87","Holopainen Antti",2021,"5248.333",2007,"HAM","VA",FALSE,0.58275663206459,3,15745,1,14,"11628",0.142857142857143,0.0714285714285714
"88","Pekonen Aino-Kaisa",1524,"3936.25",2007,"HAM","VA",FALSE,0.439446366782007,4,15745,1,14,"11628",0.214285714285714,0.0714285714285714
"89","Kautto Vuokko",1359,"3149",2007,"HAM","VA",FALSE,0.391868512110727,5,15745,1,14,"11628",0.285714285714286,0.0714285714285714
"90","Toivonen Sari",1116,"2624.167",2007,"HAM","VA",FALSE,0.321799307958477,6,15745,1,14,"11628",0.357142857142857,0.0714285714285714
"91","Puistola Helena",1036,"2249.286",2007,"HAM","VA",FALSE,0.298731257208766,7,15745,1,14,"11628",0.428571428571429,0.0714285714285714
"92","Kainulainen Jennica",533,"1968.125",2007,"HAM","VA",FALSE,0.153690888119954,8,15745,1,14,"11628",0.5,0.0714285714285714
"93","Korhonen Joonas",429,"1749.444",2007,"HAM","VA",FALSE,0.123702422145329,9,15745,1,14,"11628",0.571428571428571,0.0714285714285714
"94","Seppä Matti",315,"1574.5",2007,"HAM","VA",FALSE,0.0908304498269896,10,15745,1,14,"11628",0.642857142857143,0.0714285714285714
"95","Savolainen Leena",306,"1431.364",2007,"HAM","VA",FALSE,0.0882352941176471,11,15745,1,14,"11628",0.714285714285714,0.0714285714285714
"96","Kilpeläinen Sari",264,"1312.083",2007,"HAM","VA",FALSE,0.0761245674740484,12,15745,1,14,"11628",0.785714285714286,0.0714285714285714
"97","Laine Anita",207,"1211.154",2007,"HAM","VA",FALSE,0.0596885813148789,13,15745,1,14,"11628",0.857142857142857,0.0714285714285714
"98","Leisti Heikki",204,"1124.643",2007,"HAM","VA",FALSE,0.0588235294117647,14,15745,1,14,"11628",0.928571428571429,0.0714285714285714
"99","Ojansuu Kirsi",3405,"11628",2007,"HAM","VI",TRUE,1,1,11628,1,14,"11628",0,0.0714285714285714
"100","Liinaharja Kristiina",1083,"5814",2007,"HAM","VI",FALSE,0.318061674008811,2,11628,1,14,"11628",0.0714285714285714,0.0714285714285714
"101","Yrjö-Koskinen Eero",1023,"3876",2007,"HAM","VI",FALSE,0.300440528634361,3,11628,1,14,"11628",0.142857142857143,0.0714285714285714
"102","Vaara Kirsti",928,"2907",2007,"HAM","VI",FALSE,0.272540381791483,4,11628,1,14,"11628",0.214285714285714,0.0714285714285714
"103","Aropaasi Anne",842,"2325.6",2007,"HAM","VI",FALSE,0.247283406754772,5,11628,1,14,"11628",0.285714285714286,0.0714285714285714
"104","Raappana Paavo",708,"1938",2007,"HAM","VI",FALSE,0.207929515418502,6,11628,1,14,"11628",0.357142857142857,0.0714285714285714
"105","Tuominen Juulia",625,"1661.143",2007,"HAM","VI",FALSE,0.183553597650514,7,11628,1,14,"11628",0.428571428571429,0.0714285714285714
"106","Kuokkanen Kai",550,"1453.5",2007,"HAM","VI",FALSE,0.161527165932452,8,11628,1,14,"11628",0.5,0.0714285714285714
"107","Ojanen Petri",513,"1292",2007,"HAM","VI",FALSE,0.150660792951542,9,11628,1,14,"11628",0.571428571428571,0.0714285714285714
"108","Mäntylä Aleksi",507,"1162.8",2007,"HAM","VI",FALSE,0.148898678414097,10,11628,1,14,"11628",0.642857142857143,0.0714285714285714
"109","Bragge Tiina",450,"1057.091",2007,"HAM","VI",FALSE,0.13215859030837,11,11628,1,14,"11628",0.714285714285714,0.0714285714285714
"110","Lehtioksa Irmeli",433,"969",2007,"HAM","VI",FALSE,0.127165932452276,12,11628,1,14,"11628",0.785714285714286,0.0714285714285714
"111","Keinänen-Korpela Riitta",298,"894.462",2007,"HAM","VI",FALSE,0.0875183553597651,13,11628,1,14,"11628",0.857142857142857,0.0714285714285714
"112","Lepistö Anssi",263,"830.571",2007,"HAM","VI",FALSE,0.0772393538913363,14,11628,1,14,"11628",0.928571428571429,0.0714285714285714
"113","Pohtamo-Hietanen Anne",2582,"8796",2007,"HEL","KD",FALSE,1,1,7903,0,20,"11822.625",0,0
"114","Keskitalo Timo",749,"2932",2007,"HEL","KD",FALSE,0.290085205267235,2,7903,0,20,"11822.625",0.05,0
"115","Röyskö Heini",583,"2199",2007,"HEL","KD",FALSE,0.22579395817196,3,7903,0,20,"11822.625",0.1,0
"116","Holmi Markku",518,"1759.2",2007,"HEL","KD",FALSE,0.200619674670798,5,7903,0,20,"11822.625",0.2,0
"117","Molander Helena",518,"1466",2007,"HEL","KD",FALSE,0.200619674670798,4,7903,0,20,"11822.625",0.15,0
"118","Laitinen Juhani",499,"1256.571",2007,"HEL","KD",FALSE,0.193261037955074,6,7903,0,20,"11822.625",0.25,0
"119","Kiviluoto Hilkka",433,"1099.5",2007,"HEL","KD",FALSE,0.167699457784663,7,7903,0,20,"11822.625",0.3,0
"120","Rahkonen Jaakko",268,"977.333",2007,"HEL","KD",FALSE,0.103795507358637,8,7903,0,20,"11822.625",0.35,0
"121","Björklund Irina",220,"879.6",2007,"HEL","KD",FALSE,0.0852052672347018,9,7903,0,20,"11822.625",0.4,0
"122","Ruokonen Saara",199,"799.636",2007,"HEL","KD",FALSE,0.0770720371804803,10,7903,0,20,"11822.625",0.45,0
"123","Erävalo Esa",184,"733",2007,"HEL","KD",FALSE,0.0712625871417506,11,7903,0,20,"11822.625",0.5,0
"124","Mattila Pentti",165,"676.615",2007,"HEL","KD",FALSE,0.0639039504260263,12,7903,0,20,"11822.625",0.55,0
"125","Kuvaja Pekka",160,"628.286",2007,"HEL","KD",FALSE,0.0619674670797831,13,7903,0,20,"11822.625",0.6,0
"126","Kärmeranta Jussi",151,"586.4",2007,"HEL","KD",FALSE,0.0584817970565453,14,7903,0,20,"11822.625",0.65,0
"127","Kyröhonka Santeri",147,"549.75",2007,"HEL","KD",FALSE,0.0569326103795507,15,7903,0,20,"11822.625",0.7,0
"128","Raassina Asser",142,"517.412",2007,"HEL","KD",FALSE,0.0549961270333075,16,7903,0,20,"11822.625",0.75,0
"129","Heickell Ingrid",127,"488.667",2007,"HEL","KD",FALSE,0.0491866769945778,17,7903,0,20,"11822.625",0.8,0
"130","Silvander Iiro",123,"462.947",2007,"HEL","KD",FALSE,0.0476374903175833,18,7903,0,20,"11822.625",0.85,0
"131","Laine Arttu",75,"439.8",2007,"HEL","KD",FALSE,0.0290472501936483,19,7903,0,20,"11822.625",0.9,0
"132","Laire Julia",60,"418.857",2007,"HEL","KD",FALSE,0.0232378001549187,20,7903,0,20,"11822.625",0.95,0
"133","Kiviniemi Mari",7385,"21703",2007,"HEL","KE",TRUE,1,1,21703,1,21,"11822.625",0,0.0476190476190476
"134","Vanhanen Merja",3274,"10851.5",2007,"HEL","KE",FALSE,0.443331076506432,2,21703,1,21,"11822.625",0.0476190476190476,0.0476190476190476
"135","Peltokorpi Terhi",2539,"7234.333",2007,"HEL","KE",FALSE,0.343805010155721,3,21703,1,21,"11822.625",0.0952380952380952,0.0476190476190476
"136","Väätäinen Juha",1698,"5425.75",2007,"HEL","KE",FALSE,0.229925524712255,4,21703,1,21,"11822.625",0.142857142857143,0.0476190476190476
"137","Nevamäki Riina",1115,"4340.6",2007,"HEL","KE",FALSE,0.150981719702099,5,21703,1,21,"11822.625",0.19047619047619,0.0476190476190476
"138","Kanerva Seppo",987,"3617.167",2007,"HEL","KE",FALSE,0.133649289099526,6,21703,1,21,"11822.625",0.238095238095238,0.0476190476190476
"139","Aaltola Anneli",741,"3100.429",2007,"HEL","KE",FALSE,0.100338524035207,7,21703,1,21,"11822.625",0.285714285714286,0.0476190476190476
"140","Huhtamäki Martti",543,"2712.875",2007,"HEL","KE",FALSE,0.0735274204468517,8,21703,1,21,"11822.625",0.333333333333333,0.0476190476190476
"141","Halava Ilkka",419,"2411.444",2007,"HEL","KE",FALSE,0.0567366283006093,9,21703,1,21,"11822.625",0.380952380952381,0.0476190476190476
"142","Savela Katri",384,"2170.3",2007,"HEL","KE",FALSE,0.0519972918077183,10,21703,1,21,"11822.625",0.428571428571429,0.0476190476190476
"143","Joutsiniemi Marketta",352,"1973",2007,"HEL","KE",FALSE,0.0476641841570751,11,21703,1,21,"11822.625",0.476190476190476,0.0476190476190476
"144","Alku Antero",344,"1808.583",2007,"HEL","KE",FALSE,0.0465809072444144,12,21703,1,21,"11822.625",0.523809523809524,0.0476190476190476
"145","Holopainen Juha Matti",336,"1669.462",2007,"HEL","KE",FALSE,0.0454976303317536,13,21703,1,21,"11822.625",0.571428571428571,0.0476190476190476
"146","Lazareva Ella",278,"1550.214",2007,"HEL","KE",FALSE,0.0376438727149628,14,21703,1,21,"11822.625",0.619047619047619,0.0476190476190476
"147","Koistinen-Mandalios Riitta",229,"1446.867",2007,"HEL","KE",FALSE,0.0310088016249154,15,21703,1,21,"11822.625",0.666666666666667,0.0476190476190476
"148","Tunturi Anna-Riitta",216,"1356.438",2007,"HEL","KE",FALSE,0.0292484766418416,16,21703,1,21,"11822.625",0.714285714285714,0.0476190476190476
"149","Koskela Vesa",206,"1276.647",2007,"HEL","KE",FALSE,0.0278943805010156,17,21703,1,21,"11822.625",0.761904761904762,0.0476190476190476
"150","Hasan Alisha",181,"1205.722",2007,"HEL","KE",FALSE,0.0245091401489506,18,21703,1,21,"11822.625",0.80952380952381,0.0476190476190476
"151","Hwang Dae-Jin",175,"1142.263",2007,"HEL","KE",FALSE,0.023696682464455,19,21703,1,21,"11822.625",0.857142857142857,0.0476190476190476
"152","Kulmanen Ilari",170,"1085.15",2007,"HEL","KE",FALSE,0.023019634394042,20,21703,1,21,"11822.625",0.904761904761905,0.0476190476190476
"153","Partanen Eila",131,"1033.476",2007,"HEL","KE",FALSE,0.0177386594448206,21,21703,1,21,"11822.625",0.952380952380952,0.0476190476190476
"154","Zyskowicz Ben",17607,"94581",2007,"HEL","KO",TRUE,1,1,94581,8,21,"11822.625",0,0.380952380952381
"155","Sarkomaa Sari",9155,"47290.5",2007,"HEL","KO",TRUE,0.519963650820696,2,94581,8,21,"11822.625",0.0476190476190476,0.380952380952381
"156","Vapaavuori Jan",9091,"31527",2007,"HEL","KO",TRUE,0.516328732890328,3,94581,8,21,"11822.625",0.0952380952380952,0.380952380952381
"157","Salolainen Pertti",8621,"23645.25",2007,"HEL","KO",TRUE,0.489634804339183,4,94581,8,21,"11822.625",0.142857142857143,0.380952380952381
"158","Asko-Seljavaara Sirpa",6293,"18916.2",2007,"HEL","KO",TRUE,0.357414664622025,5,94581,8,21,"11822.625",0.19047619047619,0.380952380952381
"159","Perkiö Sanna",5639,"15763.5",2007,"HEL","KO",TRUE,0.320270347021071,6,94581,8,21,"11822.625",0.238095238095238,0.380952380952381
"160","Hakola Juha",4258,"13511.571",2007,"HEL","KO",TRUE,0.241835633554836,7,94581,8,21,"11822.625",0.285714285714286,0.380952380952381
"161","Karhuvaara Arja",4069,"11822.625",2007,"HEL","KO",TRUE,0.231101266541716,8,94581,8,21,"11822.625",0.333333333333333,0.380952380952381
"162","Valtonen Olli",3826,"10509",2007,"HEL","KO",FALSE,0.217299937524848,9,94581,8,21,"11822.625",0.380952380952381,0.380952380952381
"163","Suomalainen Nina",3579,"9458.1",2007,"HEL","KO",FALSE,0.203271426137332,10,94581,8,21,"11822.625",0.428571428571429,0.380952380952381
"164","Vuento Marja",3039,"8598.273",2007,"HEL","KO",FALSE,0.172601806099847,11,94581,8,21,"11822.625",0.476190476190476,0.380952380952381
"165","Backlund Lotta",2967,"7881.75",2007,"HEL","KO",FALSE,0.168512523428182,12,94581,8,21,"11822.625",0.523809523809524,0.380952380952381
"166","Luukkainen Hannele",2910,"7275.462",2007,"HEL","KO",FALSE,0.165275174646447,13,94581,8,21,"11822.625",0.571428571428571,0.380952380952381
"167","Rihtniemi Suvi",2525,"6755.786",2007,"HEL","KO",FALSE,0.143408871471574,14,94581,8,21,"11822.625",0.619047619047619,0.380952380952381
"168","Lahti Jere",2330,"6305.4",2007,"HEL","KO",FALSE,0.132333730902482,15,94581,8,21,"11822.625",0.666666666666667,0.380952380952381
"169","Valavuori Aleksi",2166,"5911.313",2007,"HEL","KO",FALSE,0.123019253705912,16,94581,8,21,"11822.625",0.714285714285714,0.380952380952381
"170","Nurmela Tuomas",1807,"5563.588",2007,"HEL","KO",FALSE,0.102629635940251,17,94581,8,21,"11822.625",0.761904761904762,0.380952380952381
"171","Piepponen Anna Kaarina",1720,"5254.5",2007,"HEL","KO",FALSE,0.0976884193786562,18,94581,8,21,"11822.625",0.80952380952381,0.380952380952381
"172","Koskinen Kauko",1644,"4977.947",2007,"HEL","KO",FALSE,0.0933719543363435,19,94581,8,21,"11822.625",0.857142857142857,0.380952380952381
"173","Bergroth Maj",821,"4729.05",2007,"HEL","KO",FALSE,0.0466291815755097,20,94581,8,21,"11822.625",0.904761904761905,0.380952380952381
"174","Karlstedt Jorma",514,"4503.857",2007,"HEL","KO",FALSE,0.0291929346282728,21,94581,8,21,"11822.625",0.952380952380952,0.380952380952381
"175","Halla-aho Jussi",2215,"9415",2007,"HEL","PS",FALSE,1,1,9188,0,19,"11822.625",0,0
"176","Sysimetsä Ilkka (Frederik)",1225,"4707.5",2007,"HEL","PS",FALSE,0.553047404063205,2,9188,0,19,"11822.625",0.0526315789473684,0
"177","Sademies Olli",892,"3138.333",2007,"HEL","PS",FALSE,0.402708803611738,3,9188,0,19,"11822.625",0.105263157894737,0
"178","Elo Timo",771,"2353.75",2007,"HEL","PS",FALSE,0.348081264108352,4,9188,0,19,"11822.625",0.157894736842105,0
"179","Rossi Johanna",742,"1883",2007,"HEL","PS",FALSE,0.334988713318284,5,9188,0,19,"11822.625",0.210526315789474,0
"180","Mattila Jukka I.",461,"1569.167",2007,"HEL","PS",FALSE,0.208126410835214,6,9188,0,19,"11822.625",0.263157894736842,0
"181","Holmström Martti",434,"1345",2007,"HEL","PS",FALSE,0.195936794582393,7,9188,0,19,"11822.625",0.315789473684211,0
"182","Kujanpää-Kyyhkynen Leila",346,"1176.875",2007,"HEL","PS",FALSE,0.156207674943567,8,9188,0,19,"11822.625",0.368421052631579,0
"183","Välikangas Arto",321,"1046.111",2007,"HEL","PS",FALSE,0.144920993227991,9,9188,0,19,"11822.625",0.421052631578947,0
"184","Salo Marianne",298,"941.5",2007,"HEL","PS",FALSE,0.134537246049661,10,9188,0,19,"11822.625",0.473684210526316,0
"185","Leino Kimmo",273,"855.909",2007,"HEL","PS",FALSE,0.123250564334086,11,9188,0,19,"11822.625",0.526315789473684,0
"186","Ristola Tommi",179,"784.583",2007,"HEL","PS",FALSE,0.0808126410835214,12,9188,0,19,"11822.625",0.578947368421053,0
"187","Koskinen Arto",178,"724.231",2007,"HEL","PS",FALSE,0.0803611738148984,13,9188,0,19,"11822.625",0.631578947368421,0
"188","Kähärä-Zekki Jyndi Marika",171,"672.5",2007,"HEL","PS",FALSE,0.0772009029345372,14,9188,0,19,"11822.625",0.684210526315789,0
"189","Valpas Antti",162,"627.667",2007,"HEL","PS",FALSE,0.07313769751693,15,9188,0,19,"11822.625",0.736842105263158,0
"190","Kaltiainen Seppo",157,"588.438",2007,"HEL","PS",FALSE,0.0708803611738149,16,9188,0,19,"11822.625",0.789473684210526,0
"191","Junnila Markku",125,"523.056",2007,"HEL","PS",FALSE,0.0564334085778781,17,9188,0,19,"11822.625",0.842105263157895,0
